County,tot_change,Natural,Births,Deaths,Migration_otal,International,Domestic
".Caledonia County, Vermont",-1241,-217,2620,2837,-1015,-8,-1007
".Chittenden County, Vermont",7239,4240,14226,9986,3140,5446,-2306
".Essex County, Vermont",-143,-84,486,570,-60,7,-67
".Franklin County, Vermont",1643,1593,5341,3748,93,239,-146
".Grand Isle County, Vermont",265,5,553,548,264,9,255
".Lamoille County, Vermont",889,532,2363,1831,372,126,246
".Orange County, Vermont",-44,63,2468,2405,-79,66,-145
".Orleans County, Vermont",-197,-402,2436,2838,236,128,108
".Rutland County, Vermont",-3469,-1379,4906,6285,-2077,113,-2190
".Washington County, Vermont",-1115,243,5218,4975,-1334,85,-1419
".Windham County, Vermont",-2289,-532,3574,4106,-1748,176,-1924
".Windsor County, Vermont",-1596,-957,4418,5375,-601,335,-936
".Accomack County, Virginia",-846,-380,3680,4060,-431,513,-944
".Albemarle County, Virginia",10332,2818,10295,7477,7567,2609,4958
".Alleghany County, Virginia",-1404,-779,1278,2057,-624,-20,-604
".Amelia County, Virginia",450,-1,1292,1293,456,32,424
".Amherst County, Virginia",-749,-166,3013,3179,-587,47,-634
".Appomattox County, Virginia",883,60,1639,1579,828,63,765
".Arlington County, Virginia",29146,20011,28654,8643,8915,17445,-8530
".Augusta County, Virginia",1805,-550,5914,6464,2397,252,2145
".Bath County, Virginia",-580,-277,328,605,-302,28,-330
".Bedford County, Virginia",4068,-531,6671,7202,4646,299,4347
".Bland County, Virginia",-544,-356,422,778,-184,-16,-168
".Botetourt County, Virginia",267,-745,2309,3054,1046,43,1003
".Brunswick County, Virginia",-1195,-556,1354,1910,-623,92,-715
".Buchanan County, Virginia",-3098,-881,1814,2695,-2232,134,-2366
".Buckingham County, Virginia",8,-79,1386,1465,82,27,55
".Campbell County, Virginia",76,140,5214,5074,-22,448,-470
".Caroline County, Virginia",2171,1089,3563,2474,1080,100,980
".Carroll County, Virginia",-281,-1079,2258,3337,827,179,648
".Charles City County, Virginia",-293,-209,527,736,-81,6,-87
".Charlotte County, Virginia",-717,-243,1204,1447,-465,37,-502
".Chesterfield County, Virginia",36562,14029,35397,21368,22822,5128,17694
".Clarke County, Virginia",594,-239,1157,1396,838,8,830
".Craig County, Virginia",-44,-97,367,464,51,-8,59
".Culpeper County, Virginia",5917,2076,5893,3817,3852,580,3272
".Cumberland County, Virginia",-107,42,904,862,-148,-8,-140
".Dickenson County, Virginia",-1559,-548,1377,1925,-1010,9,-1019
".Dinwiddie County, Virginia",532,182,2559,2377,367,183,184
".Essex County, Virginia",-196,-104,1097,1201,-82,62,-144
".Fairfax County, Virginia",65829,91341,137505,46164,-26151,81327,-107478
".Fauquier County, Virginia",5994,1964,6930,4966,4075,296,3779
".Floyd County, Virginia",458,-93,1381,1474,561,-22,583
".Fluvanna County, Virginia",1528,531,2485,1954,1013,48,965
".Franklin County, Virginia",-86,-844,4647,5491,823,-87,910
".Frederick County, Virginia",11044,2707,8801,6094,8348,611,7737
".Giles County, Virginia",-566,-428,1619,2047,-125,22,-147
".Gloucester County, Virginia",489,-169,3325,3494,684,108,576
".Goochland County, Virginia",2061,-189,1532,1721,2226,10,2216
".Grayson County, Virginia",-4,-696,1245,1941,658,4,654
".Greene County, Virginia",1430,664,2063,1399,776,261,515
".Greensville County, Virginia",-909,-341,933,1274,-596,34,-630
".Halifax County, Virginia",-2342,-1020,3383,4403,-1295,-25,-1270
".Hanover County, Virginia",7916,359,8550,8191,7636,573,7063
".Henrico County, Virginia",24062,12103,37015,24912,12179,13661,-1482
".Henry County, Virginia",-3625,-2032,4377,6409,-1559,100,-1659
".Highland County, Virginia",-129,-102,157,259,-24,0,-24
".Isle of Wight County, Virginia",1832,34,3279,3245,1823,221,1602
".James City County, Virginia",9144,-355,6244,6599,9458,1020,8438
".King and Queen County, Virginia",85,-149,578,727,237,16,221
".King George County, Virginia",3258,1291,2809,1518,1963,230,1733
".King William County, Virginia",1221,490,1805,1315,737,35,702
".Lancaster County, Virginia",-787,-1157,744,1901,387,123,264
".Lee County, Virginia",-2166,-547,2087,2634,-1620,-57,-1563
".Loudoun County, Virginia",101190,35515,47167,11652,65029,18174,46855
".Louisa County, Virginia",4423,566,3489,2923,3839,42,3797
".Lunenburg County, Virginia",-720,-253,1125,1378,-473,124,-597
".Madison County, Virginia",-45,-141,1163,1304,104,96,8
".Mathews County, Virginia",-142,-542,559,1101,410,38,372
".Mecklenburg County, Virginia",-2129,-1428,2745,4173,-715,80,-795
".Middlesex County, Virginia",-377,-612,809,1421,245,16,229
".Montgomery County, Virginia",4113,2255,7965,5710,1869,4760,-2891
".Nelson County, Virginia",-85,-425,1262,1687,348,36,312
".New Kent County, Virginia",4659,438,1848,1410,4172,93,4079
".Northampton County, Virginia",-681,-515,1207,1722,-162,135,-297
".Northumberland County, Virginia",-236,-723,850,1573,495,62,433
".Nottoway County, Virginia",-621,-341,1551,1892,-279,67,-346
".Orange County, Virginia",3497,231,3686,3455,3259,326,2933
".Page County, Virginia",-149,-438,2223,2661,313,16,297
".Patrick County, Virginia",-892,-1036,1352,2388,163,23,140
".Pittsylvania County, Virginia",-3115,-1805,4793,6598,-1289,83,-1372
".Powhatan County, Virginia",1583,339,2204,1865,1246,49,1197
".Prince Edward County, Virginia",-561,-163,1942,2105,-476,242,-718
".Prince George County, Virginia",2638,1409,3552,2143,1206,1097,109
".Prince William County, Virginia",68326,44415,61080,16665,23766,19882,3884
".Pulaski County, Virginia",-830,-1065,2978,4043,266,5,261
".Rappahannock County, Virginia",-136,-84,546,630,-48,16,-64
".Richmond County, Virginia",-231,-381,649,1030,140,52,88
".Roanoke County, Virginia",1721,-1809,7421,9230,3612,1690,1922
".Rockbridge County, Virginia",218,-670,1660,2330,912,111,801
".Rockingham County, Virginia",5627,1376,7967,6591,4330,707,3623
".Russell County, Virginia",-2337,-962,2336,3298,-1369,32,-1401
".Scott County, Virginia",-1602,-1070,1720,2790,-518,3,-521
".Shenandoah County, Virginia",1620,-69,4287,4356,1719,354,1365
".Smyth County, Virginia",-2109,-1246,2783,4029,-840,82,-922
".Southampton County, Virginia",-942,-265,1457,1722,-685,19,-704
".Spotsylvania County, Virginia",13762,6499,14456,7957,7345,1211,6134
".Stafford County, Virginia",23898,9335,15841,6506,14568,2672,11896
".Surry County, Virginia",-642,-137,562,699,-507,0,-507
".Sussex County, Virginia",-911,-317,920,1237,-602,35,-637
".Tazewell County, Virginia",-4463,-1543,4004,5547,-2922,-8,-2914
".Warren County, Virginia",2714,934,4325,3391,1670,48,1622
".Washington County, Virginia",-1221,-1495,4312,5807,304,51,253
".Westmoreland County, Virginia",555,-281,1746,2027,844,-28,872
".Wise County, Virginia",-4054,-850,3724,4574,-3237,49,-3286
".Wythe County, Virginia",-562,-831,2654,3485,296,-26,322
".York County, Virginia",3089,2049,5900,3851,1015,1810,-795
".Alexandria city, Virginia",19430,18455,25156,6701,1019,17677,-16658
".Bristol city, Virginia",-976,-697,1650,2347,-274,-39,-235
".Buena Vista city, Virginia",-129,90,779,689,-222,-11,-211
".Charlottesville city, Virginia",3841,2325,4883,2558,1516,3159,-1643
".Chesapeake city, Virginia",22524,10573,26541,15968,12058,3237,8821
".Colonial Heights city, Virginia",-40,-150,2040,2190,117,313,-196
".Covington city, Virginia",-413,-301,555,856,-108,53,-161
".Danville city, Virginia",-3027,-1683,4661,6344,-1319,363,-1682
".Emporia city, Virginia",-579,-39,638,677,-540,-13,-527
".Fairfax city, Virginia",1465,1719,3575,1856,-271,1956,-2227
".Falls Church city, Virginia",2373,847,1512,665,1499,490,1009
".Franklin city, Virginia",-611,-97,1142,1239,-516,21,-537
".Fredericksburg city, Virginia",4858,2158,3867,1709,2610,828,1782
".Galax city, Virginia",-642,-426,835,1261,-214,-14,-200
".Hampton city, Virginia",-2954,5203,16630,11427,-8147,2171,-10318
".Harrisonburg city, Virginia",4116,2661,5214,2553,1398,3522,-2124
".Hopewell city, Virginia",-62,439,3170,2731,-504,375,-879
".Lexington city, Virginia",409,-116,532,648,519,64,455
".Lynchburg city, Virginia",6634,2338,9742,7404,4309,2674,1635
".Manassas city, Virginia",3286,4528,6485,1957,-1294,1939,-3233
".Manassas Park city, Virginia",3235,1479,1781,302,1717,1179,538
".Martinsville city, Virginia",-1260,-733,1708,2441,-524,87,-611
".Newport News city, Virginia",-1730,11904,25744,13840,-13716,4781,-18497
".Norfolk city, Virginia",-85,15221,33336,18115,-15214,8371,-23585
".Norton city, Virginia",-12,41,452,411,-58,58,-116
".Petersburg city, Virginia",-1095,654,4998,4344,-1747,605,-2352
".Poquoson city, Virginia",112,-125,892,1017,238,29,209
".Portsmouth city, Virginia",-1128,4115,13928,9813,-5204,1515,-6719
".Radford city, Virginia",1854,200,1198,998,1626,303,1323
".Richmond city, Virginia",26061,9999,27262,17263,15668,5657,10011
".Roanoke city, Virginia",2233,1919,13009,11090,342,3813,-3471
".Salem city, Virginia",465,-648,2318,2966,1123,347,776
".Staunton city, Virginia",1187,-552,2787,3339,1727,323,1404
".Suffolk city, Virginia",7543,3455,10362,6907,4110,858,3252
".Virginia Beach city, Virginia",12071,27138,55210,28072,-15019,11175,-26194
".Waynesboro city, Virginia",1632,420,2844,2424,1219,484,735
".Williamsburg city, Virginia",1254,189,945,756,1060,799,261
".Winchester city, Virginia",1855,966,3438,2472,894,1285,-391
".Adams County, Washington",1252,2581,3664,1083,-1346,225,-1571
".Asotin County, Washington",959,-97,2159,2256,1058,-218,1276
".Benton County, Washington",29222,11552,24133,12581,17706,2495,15211
".Chelan County, Washington",4740,2241,8478,6237,2551,213,2338
".Clallam County, Washington",5935,-2818,6116,8934,8734,503,8231
".Clark County, Washington",62881,20338,50940,30602,42498,2193,40305
".Columbia County, Washington",-93,-169,327,496,73,108,-35
".Cowlitz County, Washington",8185,1106,11376,10270,7099,265,6834
".Douglas County, Washington",5002,2085,4905,2820,2938,453,2485
".Ferry County, Washington",73,-141,633,774,221,17,204
".Franklin County, Washington",17062,11607,15155,3548,5352,1076,4276
".Garfield County, Washington",-41,-31,218,249,-10,29,-39
".Grant County, Washington",8609,7715,14050,6335,942,1242,-300
".Grays Harbor County, Washington",2261,-504,7159,7663,2757,51,2706
".Island County, Washington",6633,1947,8445,6498,4661,1580,3081
".Jefferson County, Washington",2341,-1592,1744,3336,3908,60,3848
".King County, Washington",321495,114871,232737,117866,206445,160875,45570
".Kitsap County, Washington",20330,8056,27849,19793,12195,2148,10047
".Kittitas County, Washington",7025,1043,3798,2755,5948,735,5213
".Klickitat County, Washington",2108,174,1927,1753,1928,31,1897
".Lewis County, Washington",5250,292,8271,7979,4965,589,4376
".Lincoln County, Washington",369,-135,925,1060,505,14,491
".Mason County, Washington",6079,-144,5926,6070,6237,1032,5205
".Okanogan County, Washington",1126,741,4797,4056,403,734,-331
".Pacific County, Washington",1552,-1158,1761,2919,2693,210,2483
".Pend Oreille County, Washington",723,-333,1067,1400,1061,28,1033
".Pierce County, Washington",109758,46259,105214,58955,63598,15084,48514
".San Juan County, Washington",1814,-481,792,1273,2293,206,2087
".Skagit County, Washington",12313,2574,13426,10852,9769,1610,8159
".Skamania County, Washington",1013,136,907,771,875,43,832
".Snohomish County, Washington",108784,40597,88515,47918,68080,22678,45402
".Spokane County, Washington",51578,14310,55103,40793,37472,5945,31527
".Stevens County, Washington",2191,-128,4052,4180,2342,90,2252
".Thurston County, Washington",38276,9076,28792,19716,29233,4982,24251
".Wahkiakum County, Washington",509,-158,266,424,669,52,617
".Walla Walla County, Washington",1979,842,6100,5258,1163,136,1027
".Whatcom County, Washington",28101,6275,20961,14686,21826,3788,18038
".Whitman County, Washington",5326,1551,3984,2433,3691,3739,-48
".Yakima County, Washington",7633,19134,37137,18003,-11510,-269,-11241
".Barbour County, West Virginia",-146,-215,1567,1782,63,-30,93
".Berkeley County, West Virginia",14983,3594,12627,9033,11292,43,11249
".Boone County, West Virginia",-3168,-593,2353,2946,-2589,-11,-2578
".Braxton County, West Virginia",-562,-239,1374,1613,-310,8,-318
".Brooke County, West Virginia",-2112,-1267,1797,3064,-823,-58,-765
".Cabell County, West Virginia",-4350,-813,10258,11071,-3470,527,-3997
".Calhoun County, West Virginia",-518,-199,639,838,-316,-16,-300
".Clay County, West Virginia",-876,-76,944,1020,-808,-5,-803
".Doddridge County, West Virginia",247,-169,625,794,401,-13,414
".Fayette County, West Virginia",-3643,-1459,4604,6063,-2161,118,-2279
".Gilmer County, West Virginia",-872,-132,578,710,-751,6,-757
".Grant County, West Virginia",-352,-78,1140,1218,-269,-4,-265
".Greenbrier County, West Virginia",-821,-1115,3337,4452,313,395,-82
".Hampshire County, West Virginia",-785,-407,2031,2438,-364,-70,-294
".Hancock County, West Virginia",-1878,-1317,2480,3797,-528,30,-558
".Hardy County, West Virginia",-251,-16,1387,1403,-236,330,-566
".Harrison County, West Virginia",-1838,-836,7122,7958,-944,11,-955
".Jackson County, West Virginia",-638,-354,2900,3254,-260,70,-330
".Jefferson County, West Virginia",3656,1148,5474,4326,2530,424,2106
".Kanawha County, West Virginia",-14929,-3815,19054,22869,-10996,698,-11694
".Lewis County, West Virginia",-465,-353,1711,2064,-96,59,-155
".Lincoln County, West Virginia",-1300,-258,2308,2566,-1030,-36,-994
".Logan County, West Virginia",-4735,-1318,3631,4949,-3441,-13,-3428
".McDowell County, West Virginia",-4485,-1040,2130,3170,-3488,117,-3605
".Marion County, West Virginia",-361,-260,5925,6185,-48,72,-120
".Marshall County, West Virginia",-2600,-897,2879,3776,-1678,9,-1687
".Mason County, West Virginia",-832,-624,2551,3175,-184,-36,-148
".Mercer County, West Virginia",-3507,-1622,6691,8313,-1837,129,-1966
".Mineral County, West Virginia",-1357,-458,2575,3033,-883,33,-916
".Mingo County, West Virginia",-3410,-359,3025,3384,-3072,48,-3120
".Monongalia County, West Virginia",9428,3718,10053,6335,5623,3118,2505
".Monroe County, West Virginia",-223,-398,1179,1577,182,18,164
".Morgan County, West Virginia",343,-669,1345,2014,1022,3,1019
".Nicholas County, West Virginia",-1737,-584,2547,3131,-1148,75,-1223
".Ohio County, West Virginia",-3015,-1212,4128,5340,-1787,15,-1802
".Pendleton County, West Virginia",-726,-223,630,853,-507,29,-536
".Pleasants County, West Virginia",-142,-215,631,846,73,-10,83
".Pocahontas County, West Virginia",-475,-223,768,991,-250,5,-255
".Preston County, West Virginia",-86,-220,3113,3333,142,203,-61
".Putnam County, West Virginia",961,20,5319,5299,981,100,881
".Raleigh County, West Virginia",-5504,-1458,8003,9461,-4025,339,-4364
".Randolph County, West Virginia",-710,-523,2855,3378,-168,73,-241
".Ritchie County, West Virginia",-895,-326,862,1188,-567,28,-595
".Roane County, West Virginia",-1239,-481,1308,1789,-750,13,-763
".Summers County, West Virginia",-1353,-763,1001,1764,-589,-18,-571
".Taylor County, West Virginia",-196,-295,1532,1827,109,8,101
".Tucker County, West Virginia",-302,-255,604,859,-40,0,-40
".Tyler County, West Virginia",-639,-301,790,1091,-341,10,-351
".Upshur County, West Virginia",-80,-120,2420,2540,54,12,42
".Wayne County, West Virginia",-3104,-905,3748,4653,-2190,-29,-2161
".Webster County, West Virginia",-1036,-318,807,1125,-721,14,-735
".Wetzel County, West Virginia",-1498,-577,1519,2096,-919,5,-924
".Wirt County, West Virginia",107,-40,522,562,150,7,143
".Wood County, West Virginia",-3435,-1006,8827,9833,-2346,-129,-2217
".Wyoming County, West Virginia",-3410,-1122,2004,3126,-2303,2,-2305
".Adams County, Wisconsin",-647,-1166,1194,2360,520,55,465
".Ashland County, Wisconsin",-595,-49,1658,1707,-548,47,-595
".Barron County, Wisconsin",-629,83,4703,4620,-685,201,-886
".Bayfield County, Wisconsin",28,-400,1149,1549,439,39,400
".Brown County, Wisconsin",16539,13539,31008,17469,3234,3123,111
".Buffalo County, Wisconsin",-557,78,1285,1207,-633,38,-671
".Burnett County, Wisconsin",-44,-432,1211,1643,397,23,374
".Calumet County, Wisconsin",1108,1824,4875,3051,-710,153,-863
".Chippewa County, Wisconsin",2156,1310,6525,5215,904,40,864
".Clark County, Wisconsin",83,2176,5284,3108,-2108,111,-2219
".Columbia County, Wisconsin",673,647,5576,4929,57,158,-101
".Crawford County, Wisconsin",-513,-129,1494,1623,-375,39,-414
".Dane County, Wisconsin",58614,26548,56013,29465,32136,15099,17037
".Dodge County, Wisconsin",-911,-659,7569,8228,-187,225,-412
".Door County, Wisconsin",-117,-1148,1963,3111,1053,9,1044
".Douglas County, Wisconsin",-1009,74,3972,3898,-1055,149,-1204
".Dunn County, Wisconsin",1503,1165,4153,2988,357,315,42
".Eau Claire County, Wisconsin",5765,3442,10940,7498,2369,1001,1368
".Florence County, Wisconsin",-128,-241,262,503,115,-14,129
".Fond du Lac County, Wisconsin",1780,1399,10048,8649,432,1265,-833
".Forest County, Wisconsin",-300,-79,986,1065,-217,18,-235
".Grant County, Wisconsin",235,610,5137,4527,-391,209,-600
".Green County, Wisconsin",121,327,3525,3198,-182,293,-475
".Green Lake County, Wisconsin",-131,-241,1873,2114,122,1,121
".Iowa County, Wisconsin",-9,538,2445,1907,-531,50,-581
".Iron County, Wisconsin",-229,-456,331,787,230,2,228
".Jackson County, Wisconsin",202,352,2209,1857,-135,38,-173
".Jefferson County, Wisconsin",1081,1945,8070,6125,-810,335,-1145
".Juneau County, Wisconsin",22,-82,2527,2609,117,48,69
".Kenosha County, Wisconsin",3137,5065,17881,12816,-1829,494,-2323
".Kewaunee County, Wisconsin",-144,117,1833,1716,-253,123,-376
".La Crosse County, Wisconsin",3378,2283,11424,9141,1150,316,834
".Lafayette County, Wisconsin",-168,680,1948,1268,-850,20,-870
".Langlade County, Wisconsin",-788,-379,1792,2171,-404,116,-520
".Lincoln County, Wisconsin",-1150,-525,2490,3015,-610,21,-631
".Manitowoc County, Wisconsin",-2463,-433,7431,7864,-2018,550,-2568
".Marathon County, Wisconsin",1631,3948,14672,10724,-2246,591,-2837
".Marinette County, Wisconsin",-1399,-1155,3487,4642,-211,49,-260
".Marquette County, Wisconsin",175,-312,1359,1671,492,17,475
".Menominee County, Wisconsin",324,434,870,436,-116,74,-190
".Milwaukee County, Wisconsin",-2002,51438,127389,75951,-53273,20220,-73493
".Monroe County, Wisconsin",1576,1690,5572,3882,-84,287,-371
".Oconto County, Wisconsin",270,-10,3338,3348,307,109,198
".Oneida County, Wisconsin",-417,-1369,2825,4194,993,62,931
".Outagamie County, Wisconsin",11199,8660,21044,12384,2701,1565,1136
".Ozaukee County, Wisconsin",2826,577,7570,6993,2310,723,1587
".Pepin County, Wisconsin",-182,49,734,685,-233,29,-262
